Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	
5001	1	100	42	500	0.0538054	0.0425407	0.0253868	0.0171539	0.0112648	0.957203	0.0191076	1.0365	0.0209617
5002	1	100	36	500	0.0574579	0.0433122	0.0252168	0.0180954	0.0141456	0.957259	0.0193042	1.03575	0.0204817
5003	1	100	24	500	0.0423776	0.0330829	0.0220884	0.0109945	0.00929471	0.967325	0.0121937	1.02777	0.0138705
5004	1	100	18	500	0.0408756	0.0298458	0.0195577	0.0102881	0.0110298	0.970583	0.0123205	1.02357	0.0114493
5005	1	100	17	500	0.0570361	0.0333945	0.0181704	0.015224	0.0236416	0.968161	0.0175679	1.01951	0.0168747
5006	1	100	15	500	0.0442282	0.0312807	0.0181578	0.0131229	0.0129475	0.969499	0.01339	1.02378	0.013112
5007	1	100	17	500	0.0568318	0.0335336	0.0166101	0.0169235	0.0232982	0.967549	0.0189246	1.01963	0.0173137
5008	1	100	18	500	0.0495914	0.0322809	0.0163561	0.0159248	0.0173105	0.968889	0.0148441	1.02192	0.0152591
5009	1	100	20	500	0.0651358	0.0369063	0.0166103	0.0202959	0.0282296	0.965191	0.0200001	1.01928	0.0194311
5010	1	100	24	500	0.0674739	0.0367953	0.0164692	0.020326	0.0306786	0.965588	0.0208434	1.01832	0.0176012
5011	1	100	21	500	0.0789352	0.0396351	0.0172022	0.0224329	0.0393002	0.964042	0.0244661	1.01413	0.0233904
5012	1	100	20	500	0.0838611	0.0410694	0.0174888	0.0235806	0.0427918	0.963569	0.0255752	1.01262	0.0221307
5013	1	100	18	500	0.0605629	0.0340358	0.0142456	0.0197902	0.0265271	0.967427	0.0188839	1.01866	0.0202936
5014	1	100	17	500	0.0626154	0.0344533	0.013209	0.0212443	0.0281621	0.967311	0.0206433	1.01814	0.0189576
5015	1	100	20	500	0.0636889	0.0373843	0.0177543	0.01963	0.0263046	0.964208	0.0205196	1.02235	0.0199747
5016	1	100	18	500	0.0498704	0.0330768	0.0147237	0.018353	0.0167937	0.96802	0.0155964	1.02347	0.0141224
5017	1	100	13	500	0.0313614	0.0289541	0.0140569	0.0148972	0.00240731	0.97141	0.00854081	1.0274	0.00905075
5018	1	100	13	500	0.0316985	0.029227	0.0136644	0.0155626	0.00247152	0.971239	0.00685154	1.02759	0.00719186
5019	1	100	13	500	0.0326798	0.0295807	0.0140308	0.0155499	0.00309916	0.970609	0.0114858	1.02799	0.0120519
5020	1	100	13	500	0.032336	0.030177	0.0147232	0.0154538	0.00215907	0.969945	0.0085498	1.02853	0.00895239
5021	1	100	12	500	0.0318276	0.0297507	0.0142621	0.0154886	0.00207688	0.970703	0.00675621	1.02846	0.00729034
5022	1	100	12	500	0.0325266	0.0306842	0.0141951	0.0164891	0.00184242	0.969687	0.00824746	1.02974	0.00889086
5023	1	100	11	500	0.0311964	0.0294171	0.0130886	0.0163285	0.00177932	0.970854	0.00718528	1.02844	0.00777306
5024	1	100	16	500	0.034915	0.029894	0.0137783	0.0161157	0.00502099	0.970322	0.0118305	1.0271	0.0117576
5025	1	100	17	500	0.0592822	0.0342369	0.0132151	0.0210218	0.0250453	0.966468	0.0269244	1.02068	0.0280927
5026	1	100	20	500	0.0596029	0.0353329	0.0149301	0.0204028	0.0242701	0.965223	0.0230553	1.02216	0.0240956
5027	1	100	17	500	0.0401985	0.0304984	0.0141619	0.0163365	0.00970013	0.969975	0.0111268	1.0252	0.0111154
5028	1	100	17	500	0.035825	0.0297281	0.0136712	0.0160569	0.00609686	0.970278	0.0109694	1.02609	0.0115106
5029	1	100	19	500	0.0443821	0.0326604	0.0148537	0.0178067	0.0117218	0.967895	0.013074	1.02613	0.013845
5030	1	100	19	500	0.0587449	0.0361172	0.0146927	0.0214246	0.0226276	0.965498	0.0196449	1.0227	0.0180617
